idx,Date,Time,Temp,pH,DO,EC,,,
3339,31/8/2023,2:38:34,24.11,7.59,8.438,1385,,,
3340,31/8/2023,2:33:34,24.04,7.61,8.162,1385,,,
3341,31/8/2023,2:28:34,24.03,7.55,8.066,1385,,,
3342,31/8/2023,2:23:34,24.01,7.61,8.111,1381,,,
3343,31/8/2023,2:18:34,24.07,7.57,8.431,1381,,,
3344,31/8/2023,2:13:34,24.13,7.58,9.044,1373,,,
3345,31/8/2023,2:08:34,24.2,7.6,8.709,1385,,,
3346,31/8/2023,2:03:34,24.22,7.59,7.958,1370,,,
3347,31/8/2023,1:58:34,24.14,7.59,8.146,1370,,,
3348,31/8/2023,1:53:34,24.16,7.58,8.206,1385,,,
3349,31/8/2023,1:48:34,24.11,7.56,8.629,1381,,,
3350,31/8/2023,1:43:34,24.24,7.6,7.943,1381,,,
3351,31/8/2023,1:38:34,24.01,7.56,8.098,1366,,,
3352,31/8/2023,1:33:34,24.11,7.57,7.301,1385,,,
3353,31/8/2023,1:28:34,24.05,7.59,8.491,1381,,,
3354,31/8/2023,1:23:34,24.06,7.56,8.899,1378,,,
3355,31/8/2023,1:18:34,24.07,7.56,8.316,1373,,,
3356,31/8/2023,1:13:34,23.91,7.58,8.476,1378,,,
3357,31/8/2023,1:08:34,24.13,7.57,8.366,1378,,,
3358,31/8/2023,1:03:34,24.15,7.6,8.291,1378,,,
3359,31/8/2023,0:58:34,24.09,7.59,7.732,1381,,,
3360,31/8/2023,0:53:34,24.16,7.56,7.943,1385,,,
3361,31/8/2023,0:48:34,24.21,7.61,8.198,1370,,,
3362,31/8/2023,0:43:34,24.27,7.56,8.482,1378,,,
3363,31/8/2023,0:38:34,24.03,7.6,8.505,1385,,,
3364,31/8/2023,0:33:34,24.04,7.56,8.395,1385,,,
3365,31/8/2023,0:28:34,24.17,7.58,8.301,1378,,,
3366,31/8/2023,0:23:34,24.12,7.59,8.812,1385,,,
3367,31/8/2023,0:18:34,24.56,7.59,8.169,1378,,,
3368,31/8/2023,0:13:35,24.01,7.58,8.761,1373,,,
3369,31/8/2023,0:08:34,24.06,7.57,8.505,1378,,,
3370,31/8/2023,0:03:34,24.2,7.57,8.782,1370,,,
3371,30/8/2023,23:58:34,24.24,7.59,8.767,1378,,,
3372,30/8/2023,23:53:34,24.13,7.56,8.104,1378,,,
3373,30/8/2023,23:48:34,24.09,7.62,7.958,1378,,,
3374,30/8/2023,23:43:34,24.12,7.59,8.104,1373,,,
3375,30/8/2023,23:38:34,23.96,7.6,8.812,1385,,,
3376,30/8/2023,23:33:34,24.04,7.59,8.373,1366,,,
3377,30/8/2023,23:28:34,24.06,7.59,8.571,1370,,,
3378,30/8/2023,23:23:34,24.15,7.6,7.489,1366,,,
3379,30/8/2023,23:13:34,24.06,7.62,8.243,1370,,,
3380,30/8/2023,23:08:34,24.13,7.61,8.075,1378,,,
3381,30/8/2023,23:03:34,24.21,7.56,8.344,1366,,,
3382,30/8/2023,22:58:34,24.1,7.59,9.023,1381,,,
3383,30/8/2023,22:53:34,23.85,7.61,8.528,1378,,,
3384,30/8/2023,22:48:34,24.07,7.6,7.644,1378,,,
3385,30/8/2023,22:43:34,23.62,7.59,8.638,1373,,,
3386,30/8/2023,22:38:34,24.16,7.6,8.92,1378,,,
3387,30/8/2023,22:33:34,24.39,7.61,7.753,1373,,,
3388,30/8/2023,22:23:34,24.02,7.61,8.126,1378,,,
3389,30/8/2023,22:18:34,24.18,7.59,8.242,1366,,,
3390,30/8/2023,22:13:34,23.95,7.6,8.119,1370,,,
3391,30/8/2023,22:08:34,24.15,7.61,8.899,1370,,,
3392,30/8/2023,22:03:34,24.17,7.58,8.228,1366,,,
3393,30/8/2023,21:58:34,23.91,7.62,8.637,1370,,,
3394,30/8/2023,21:53:34,24.07,7.58,8.673,1370,,,
3395,30/8/2023,21:48:34,24.14,7.61,8.359,1363,,,
3396,30/8/2023,21:43:34,24.01,7.58,8.454,1370,,,
3397,30/8/2023,21:38:34,24.4,7.58,8.402,1370,,,
3398,30/8/2023,21:33:34,24.17,7.61,7.929,1366,,,
3399,30/8/2023,21:28:34,24.13,7.6,7.52,1363,,,
3400,30/8/2023,21:23:34,24.03,7.62,7.995,1370,,,
3401,30/8/2023,21:18:34,24.3,7.58,6.243,1370,,,
3402,30/8/2023,21:13:34,24.08,7.6,7.717,1370,,,
3403,30/8/2023,21:08:34,24.16,7.61,8.315,1366,,,
3404,30/8/2023,21:03:34,24.05,7.59,8.046,1363,,,
3405,30/8/2023,20:58:34,23.98,7.62,9.22,1370,,,
3406,30/8/2023,20:53:34,24,7.6,8.19,1370,,,
3407,30/8/2023,20:48:34,24.11,7.62,9.162,1366,,,
3408,30/8/2023,20:43:34,23.4,7.61,8.002,1378,,,
3409,30/8/2023,20:38:34,24.1,7.62,8.431,1370,,,
3410,30/8/2023,20:33:34,23.9,7.63,7.176,1370,,,
3411,30/8/2023,20:28:34,24.04,7.62,7.688,1366,,,
3412,30/8/2023,20:23:34,23.99,7.65,7.944,1359,,,
3413,30/8/2023,20:18:35,24.03,7.61,8.593,1370,,,
3414,30/8/2023,20:13:34,24,7.61,8.265,1370,,,
3415,30/8/2023,20:08:34,23.89,7.64,8.212,1363,,,
3416,30/8/2023,20:03:34,23.93,7.62,8.323,1366,,,
3417,30/8/2023,19:58:34,24.05,7.64,8.943,1359,,,
3418,30/8/2023,19:53:34,24.12,7.63,8.25,1363,,,
3419,30/8/2023,19:48:34,24.08,7.62,7.535,1363,,,
3420,30/8/2023,19:43:34,24.04,7.64,8.171,1359,,,
3421,30/8/2023,19:38:34,24,7.62,8.301,1366,,,
3422,30/8/2023,19:33:34,24.03,7.66,8.455,1359,,,
3423,30/8/2023,19:28:34,23.96,7.64,8.812,1363,,,
3424,30/8/2023,19:23:34,24.09,7.66,8.825,1363,,,
3425,30/8/2023,19:18:34,23.92,7.66,8.615,1363,,,
3426,30/8/2023,19:13:34,23.91,7.65,8.447,1351,,,
3427,30/8/2023,19:03:34,24.03,7.65,8.855,1359,,,
3428,30/8/2023,18:58:34,24.11,7.68,8.724,1363,,,
3429,30/8/2023,18:53:34,23.91,7.65,8.6,1355,,,
3430,30/8/2023,18:48:34,23.79,7.69,8.148,1355,,,
3431,30/8/2023,18:43:34,24.08,7.68,8.723,1351,,,
3432,30/8/2023,18:38:34,24.02,7.67,8.316,1363,,,
3433,30/8/2023,18:33:34,23.96,7.7,8.783,1355,,,
3434,30/8/2023,18:28:34,24,7.69,8.79,1355,,,
3435,30/8/2023,18:23:34,23.93,7.7,8.826,1351,,,
3436,30/8/2023,18:18:34,23.91,7.68,8.148,1351,,,
3437,30/8/2023,18:13:35,23.95,7.69,9.031,1363,,,
3438,30/8/2023,18:08:34,23.96,7.72,9.424,1351,,,
3439,30/8/2023,18:03:34,23.91,7.73,8.805,1355,,,
3440,30/8/2023,17:58:34,23.94,7.72,9.352,1359,,,
3441,30/8/2023,17:53:34,24,7.73,9.541,1363,,,
3442,30/8/2023,17:48:34,23.95,7.75,8.615,1355,,,
3443,30/8/2023,17:43:34,24.1,7.74,9.483,1351,,,
3444,30/8/2023,17:38:34,23.92,7.75,8.907,1355,,,
3445,30/8/2023,17:33:34,23.96,7.75,9.323,1355,,,
3446,30/8/2023,17:28:34,23.77,7.76,8.958,1355,,,
3447,30/8/2023,17:23:35,24.22,7.73,8.68,1351,,,
3448,30/8/2023,17:18:34,24,7.75,9.308,1351,,,
3449,30/8/2023,17:13:34,23.97,7.75,9.6,1351,,,
3450,30/8/2023,17:08:34,24.03,7.78,9.665,1351,,,
3451,30/8/2023,17:03:34,23.89,7.8,10.439,1355,,,
3452,30/8/2023,16:58:34,23.93,7.79,9.87,1351,,,
3453,30/8/2023,16:53:34,24.03,7.77,9.804,1344,,,
3454,30/8/2023,16:48:34,23.92,7.81,9.03,1351,,,
3455,30/8/2023,16:43:34,23.97,7.8,9.935,1351,,,
3456,30/8/2023,16:38:34,23.98,7.81,10.133,1351,,,
3457,30/8/2023,16:33:34,23.85,7.84,9.914,1351,,,
3458,30/8/2023,16:28:34,23.91,7.81,9.491,1344,,,
3459,30/8/2023,16:23:34,23.86,7.82,10.512,1351,,,
3460,30/8/2023,16:18:34,24.13,7.84,9.979,1351,,,
3461,30/8/2023,16:13:34,23.92,7.83,9.936,1351,,,
3462,30/8/2023,16:08:34,23.83,7.83,11.125,1351,,,
3463,30/8/2023,16:03:34,24.14,7.8,10.052,1351,,,
3464,30/8/2023,15:58:34,23.99,7.82,9.403,1351,,,
3465,30/8/2023,15:53:34,23.94,7.83,10.191,1351,,,
3466,30/8/2023,15:48:34,23.94,7.79,10.045,1344,,,
3467,30/8/2023,15:43:34,23.91,7.81,9.731,1351,,,
3468,30/8/2023,15:38:34,23.93,7.79,10.089,1344,,,
3469,30/8/2023,15:33:34,23.89,7.8,9.731,1351,,,
3470,30/8/2023,15:23:34,23.91,7.78,9.906,1351,,,
3471,30/8/2023,15:18:34,23.76,7.81,10.001,1351,,,
3472,30/8/2023,15:13:34,23.71,7.78,9.418,1351,,,
3473,30/8/2023,15:08:34,23.87,7.78,9.826,1351,,,
3474,30/8/2023,14:58:34,23.95,7.79,9.271,1351,,,
3475,30/8/2023,14:53:34,23.86,7.8,9.899,1351,,,
3476,30/8/2023,14:48:34,23.85,7.76,10.038,1351,,,
3477,30/8/2023,14:43:34,23.85,7.79,9.863,1344,,,
3478,30/8/2023,14:38:34,23.82,7.78,9.936,1351,,,
3479,30/8/2023,14:28:34,23.92,7.79,9.33,1344,,,
3480,30/8/2023,14:23:34,23.96,7.78,10.038,1351,,,
3481,30/8/2023,14:18:34,24,7.77,9.579,1351,,,
3482,30/8/2023,14:13:34,23.77,7.78,10.045,1359,,,
3483,30/8/2023,14:08:34,23.81,7.77,9.943,1344,,,
3484,30/8/2023,14:03:34,23.78,7.81,10.06,1351,,,
3485,30/8/2023,13:58:34,23.95,7.75,9.622,1351,,,
3486,30/8/2023,13:53:34,23.81,7.76,9.681,1351,,,
3487,30/8/2023,13:48:34,23.79,7.78,9.994,1351,,,
3488,30/8/2023,13:43:34,23.8,7.77,9.841,1353,,,
3489,30/8/2023,13:38:34,23.9,7.76,9.571,1359,,,
3490,30/8/2023,13:33:34,23.9,7.77,9.345,1351,,,
3491,30/8/2023,13:28:34,23.77,7.75,10.06,1351,,,
3492,30/8/2023,13:23:34,23.87,7.75,9.855,1359,,,
3493,30/8/2023,13:18:34,23.97,7.74,9.534,1351,,,
3494,30/8/2023,13:13:34,23.88,7.74,10.359,1359,,,
3495,30/8/2023,13:08:34,23.88,7.78,10.184,1359,,,
3496,30/8/2023,13:03:34,23.81,7.74,9.761,1366,,,
3497,30/8/2023,12:58:34,23.79,7.74,9.199,1366,,,
3498,30/8/2023,12:53:34,23.84,7.75,9.476,1359,,,
3499,30/8/2023,12:43:34,23.82,7.76,10.191,1359,,,
3500,30/8/2023,12:38:34,23.81,7.73,9.637,1366,,,
3501,30/8/2023,12:28:34,23.99,7.75,10.023,1366,,,
3502,30/8/2023,12:23:34,23.9,7.72,9.651,1361,,,
3503,30/8/2023,12:18:34,23.92,7.73,9.957,1373,,,
3504,30/8/2023,12:13:34,23.87,7.72,9.126,1373,,,
3505,30/8/2023,12:08:34,23.95,7.72,9.607,1373,,,
3506,30/8/2023,12:03:34,24.4,7.74,8.833,1368,,,
3507,30/8/2023,11:58:34,23.95,7.72,9.184,1381,,,
3508,30/8/2023,11:53:37,23.95,7.74,9.074,1373,,,
3509,30/8/2023,11:48:34,23.89,7.76,9.834,1373,,,
3510,30/8/2023,11:43:34,23.83,7.73,9.351,1368,,,
3511,30/8/2023,11:38:34,23.92,7.75,8.943,1381,,,
3512,30/8/2023,11:33:34,23.69,7.75,9.644,1376,,,
3513,30/8/2023,11:28:34,23.89,7.72,9.272,1381,,,
3514,30/8/2023,11:23:34,23.67,7.76,9.002,1381,,,
3515,30/8/2023,11:18:34,24.03,7.75,8.396,1388,,,
3516,30/8/2023,11:13:34,23.86,7.71,9.425,1388,,,
3517,30/8/2023,11:08:34,23.9,7.73,9.162,1388,,,
3518,30/8/2023,11:03:34,23.98,7.72,10.045,1388,,,
3519,30/8/2023,10:58:34,23.95,7.72,9.622,1388,,,
3520,30/8/2023,10:53:34,24.06,7.76,9.476,1383,,,
3521,30/8/2023,10:48:34,24.44,7.72,8.658,1383,,,
3522,30/8/2023,10:43:34,24.03,7.74,9.483,1403,,,
3523,30/8/2023,10:38:34,24.13,7.74,9.118,1396,,,
3524,30/8/2023,10:33:34,23.96,7.72,8.688,1388,,,
3525,30/8/2023,10:23:34,24.03,7.75,9.06,1396,,,
3526,30/8/2023,10:18:34,24.15,7.73,8.965,1396,,,
3527,30/8/2023,10:13:34,24.04,7.74,8.359,1396,,,
3528,30/8/2023,10:08:34,24.01,7.72,9.373,1403,,,
3529,30/8/2023,10:03:34,24.09,7.7,9.373,1403,,,
3530,30/8/2023,9:58:34,24.13,7.73,9.081,1403,,,
3531,30/8/2023,9:53:34,24.1,7.7,8.418,1410,,,
3532,30/8/2023,9:48:34,23.96,7.76,9.155,1410,,,
3533,30/8/2023,9:38:34,24.16,7.69,9.008,1405,,,
3534,30/8/2023,9:33:34,24.15,7.71,7.44,1418,,,
3535,30/8/2023,9:28:34,24.11,7.7,8.906,1418,,,
3536,30/8/2023,9:23:34,24.17,7.71,8.468,1412,,,
3537,30/8/2023,9:18:34,24.25,7.72,8.819,1412,,,
3538,30/8/2023,9:13:34,23.94,7.72,9.118,1418,,,
3539,30/8/2023,9:08:34,24.01,7.7,8.732,1418,,,
3540,30/8/2023,9:03:34,24.3,7.73,7.978,1418,,,
3541,30/8/2023,8:58:34,24.5,7.71,6.819,1412,,,
3542,30/8/2023,8:53:34,24.06,7.7,7.9,1425,,,
3543,30/8/2023,8:48:34,24.23,7.71,7.876,1418,,,
3544,30/8/2023,8:43:34,24.56,7.7,8.321,1418,,,
3545,30/8/2023,8:38:34,24.05,7.7,9.081,1412,,,
3546,30/8/2023,8:33:34,24.16,7.73,8.6,1418,,,
3547,30/8/2023,8:28:34,24.23,7.69,8.242,1418,,,
3548,30/8/2023,8:23:34,23.9,7.71,9.016,1425,,,
3549,30/8/2023,8:18:34,24.11,7.73,8.221,1420,,,
3550,30/8/2023,8:13:34,24.06,7.7,8.593,1425,,,
3551,30/8/2023,8:08:34,24.06,7.73,8.965,1420,,,
3552,30/8/2023,8:03:34,23.93,7.69,9.717,1425,,,
3553,30/8/2023,7:58:34,24.14,7.69,8.431,1425,,,
3554,30/8/2023,7:53:34,24.02,7.7,7.951,1420,,,
3555,30/8/2023,7:48:34,24.03,7.72,8.782,1425,,,
3556,30/8/2023,7:43:34,24.07,7.7,8.68,1420,,,
3557,30/8/2023,7:38:34,24.05,7.71,8.746,1425,,,
3558,30/8/2023,7:33:34,24.14,7.69,8.607,1420,,,
3559,30/8/2023,7:23:34,24.3,7.7,7.702,1433,,,
3560,30/8/2023,7:13:34,24.12,7.7,8.418,1427,,,
3561,30/8/2023,7:08:34,24.28,7.7,8.292,1427,,,
3562,30/8/2023,7:03:34,24.06,7.7,8.228,1433,,,
3563,30/8/2023,6:58:34,24.1,7.72,8.256,1433,,,
3564,30/8/2023,6:48:34,24.06,7.69,8.746,1427,,,
3565,30/8/2023,6:43:34,24.25,7.7,8.614,1420,,,
3566,30/8/2023,6:38:34,24.12,7.71,7.98,1427,,,
3567,30/8/2023,6:33:34,24.29,7.7,8.308,1427,,,
3568,30/8/2023,6:28:34,24.23,7.73,7.964,1440,,,
3569,30/8/2023,6:23:34,24.19,7.72,7.462,1427,,,
3570,30/8/2023,6:18:34,24.12,7.69,8.089,1427,,,
3571,30/8/2023,6:13:34,24.41,7.71,8.191,1434,,,
3572,30/8/2023,6:08:34,24.24,7.69,7.527,1433,,,
3573,30/8/2023,6:03:34,24.24,7.7,8.249,1440,,,
3574,30/8/2023,5:58:34,24.16,7.72,7.571,1433,,,
3575,30/8/2023,5:53:34,24.27,7.71,8.877,1434,,,
3576,30/8/2023,5:48:34,24.16,7.72,8.06,1434,,,
3577,30/8/2023,5:43:34,24.04,7.73,8.053,1434,,,
3578,30/8/2023,5:38:34,24.24,7.71,8.074,1434,,,
3579,30/8/2023,5:33:34,24.28,7.71,8.125,1434,,,
3580,30/8/2023,5:28:34,24.27,7.72,7.964,1447,,,
3581,30/8/2023,5:18:34,24.41,7.71,7.979,1442,,,
3582,30/8/2023,5:13:34,24.25,7.71,8.395,1440,,,
3583,30/8/2023,5:08:34,23.83,7.69,8.615,1447,,,
3584,30/8/2023,5:03:34,24.27,7.72,8.321,1442,,,
3585,30/8/2023,4:58:34,24.16,7.7,8.352,1434,,,
3586,30/8/2023,4:53:34,24.48,7.7,7.116,1442,,,
3587,30/8/2023,4:48:34,24.36,7.74,8.256,1442,,,
3588,30/8/2023,4:43:34,24.33,7.7,7.863,1442,,,
3589,30/8/2023,4:38:34,24.29,7.72,8.81,1442,,,
3590,30/8/2023,4:33:34,24.19,7.73,8.314,1442,,,
3591,30/8/2023,4:28:34,24.26,7.71,8.599,1442,,,
3592,30/8/2023,4:23:34,24.52,7.7,8.147,1449,,,
3593,30/8/2023,4:18:34,24.34,7.74,8.592,1449,,,
3594,30/8/2023,4:13:34,24.39,7.74,8.358,1449,,,
3595,30/8/2023,4:03:34,24.34,7.71,7.505,1449,,,
3596,30/8/2023,3:58:34,24.4,7.71,8.949,1455,,,
3597,30/8/2023,3:53:34,24.41,7.73,8.876,1457,,,
3598,30/8/2023,3:48:34,24.3,7.71,8.417,1462,,,
3599,30/8/2023,3:43:34,24.25,7.72,8.249,1470,,,
3600,30/8/2023,3:38:34,24.44,7.74,8.256,1457,,,
3601,30/8/2023,3:33:34,24.44,7.76,8.445,1462,,,
3602,30/8/2023,3:28:34,24.39,7.72,8.49,1457,,,
3603,30/8/2023,3:23:34,24.53,7.74,8.584,1464,,,
3604,30/8/2023,3:18:34,24.46,7.74,8.548,1470,,,
3605,30/8/2023,3:13:34,24.31,7.74,8.606,1470,,,
3606,30/8/2023,3:08:34,24.44,7.76,8.614,1477,,,
3607,30/8/2023,3:03:34,24.5,7.75,8.905,1471,,,
3608,30/8/2023,2:58:34,24.48,7.75,8.446,1471,,,
3609,30/8/2023,2:53:34,24.5,7.75,8.431,1484,,,
3610,30/8/2023,2:48:35,24.36,7.74,8.76,1479,,,
3611,30/8/2023,2:43:34,24.38,7.72,7.95,1479,,,
3612,30/8/2023,2:38:34,24.57,7.75,8.322,1484,,,
3613,30/8/2023,2:33:34,24.33,7.73,8.468,1492,,,
3614,30/8/2023,2:28:34,24.54,7.75,8.322,1492,,,
3615,30/8/2023,2:23:34,24.52,7.76,8.468,1492,,,
3616,30/8/2023,2:18:34,24.64,7.75,8.898,1499,,,
3617,30/8/2023,2:13:34,24.49,7.75,8.023,1486,,,
3618,30/8/2023,2:08:34,24.61,7.74,8.357,1499,,,
3619,30/8/2023,2:03:34,24.59,7.73,8.154,1499,,,
3620,30/8/2023,1:58:34,24.64,7.75,7.977,1493,,,
3621,30/8/2023,1:53:34,24.68,7.78,8.635,1493,,,
3622,30/8/2023,1:48:34,24.66,7.75,8.526,1499,,,
3623,30/8/2023,1:43:34,24.59,7.76,8.241,1501,,,
3624,30/8/2023,1:38:34,24.49,7.76,8.052,1501,,,
3625,30/8/2023,1:33:34,24.56,7.75,8.621,1501,,,
3626,30/8/2023,1:28:34,24.82,7.75,8.803,1501,,,
3627,30/8/2023,1:23:34,24.67,7.77,8.197,1501,,,
3628,30/8/2023,1:18:34,24.66,7.76,8.022,1501,,,
3629,30/8/2023,1:13:34,24.66,7.74,8.511,1501,,,
3630,30/8/2023,1:08:34,25.02,7.75,8.022,1501,,,
3631,30/8/2023,1:03:34,24.65,7.75,8.205,1501,,,
3632,30/8/2023,0:58:34,24.7,7.75,8.554,1506,,,
3633,30/8/2023,0:53:34,24.7,7.76,8.642,1501,,,
3634,30/8/2023,0:48:34,24.76,7.76,8.117,1508,,,
3635,30/8/2023,0:43:34,24.53,7.77,8.942,1501,,,
3636,30/8/2023,0:38:34,24.69,7.78,7.948,1501,,,
3637,30/8/2023,0:33:34,24.61,7.76,8.189,1501,,,
3638,30/8/2023,0:28:34,24.68,7.77,8.701,1506,,,
3639,30/8/2023,0:23:34,24.84,7.77,8.54,1514,,,
3640,30/8/2023,0:18:34,24.71,7.74,8.373,1514,,,
3641,30/8/2023,0:13:34,24.61,7.78,7.86,1514,,,
3642,30/8/2023,0:08:34,24.64,7.75,8.38,1508,,,
3643,30/8/2023,0:03:34,24.57,7.76,8.49,1514,,,
3644,29/8/2023,23:58:34,24.69,7.76,8.401,1514,,,
3645,29/8/2023,23:53:34,24.62,7.75,8.504,1514,,,
3646,29/8/2023,23:48:34,24.74,7.76,8.19,1508,,,
3647,29/8/2023,23:43:34,24.71,7.78,8.03,1508,,,
3648,29/8/2023,23:38:34,24.9,7.75,7.621,1514,,,
3649,29/8/2023,23:33:34,24.77,7.76,8.679,1514,,,
3650,29/8/2023,23:28:34,24.61,7.76,7.855,1514,,,
3651,29/8/2023,23:23:34,24.67,7.78,7.986,1508,,,
3652,29/8/2023,23:18:34,24.71,7.77,8.183,1514,,,
3653,29/8/2023,23:13:34,24.73,7.75,8.679,1514,,,
3654,29/8/2023,23:08:34,24.91,7.77,8.393,1508,,,
3655,29/8/2023,23:03:34,24.74,7.74,7.948,1508,,,
3656,29/8/2023,22:58:34,24.61,7.74,7.767,1508,,,
3657,29/8/2023,22:53:34,24.75,7.75,8.598,1508,,,
3658,29/8/2023,22:48:34,24.92,7.76,8.379,1508,,,
3659,29/8/2023,22:43:34,24.54,7.75,8.599,1508,,,
3660,29/8/2023,22:33:34,24.77,7.76,8.037,1508,,,
3661,29/8/2023,22:28:34,24.73,7.78,8.562,1508,,,
3662,29/8/2023,22:23:34,25.1,7.77,8.145,1514,,,
3663,29/8/2023,22:18:34,24.9,7.76,8.117,1508,,,
3664,29/8/2023,22:13:34,24.83,7.77,8.708,1508,,,
3665,29/8/2023,22:08:34,24.87,7.76,8.088,1508,,,
3666,29/8/2023,22:03:34,24.9,7.76,7.898,1508,,,
3667,29/8/2023,21:58:34,24.87,7.78,8.356,1508,,,
3668,29/8/2023,21:53:34,25.04,7.76,7.585,1508,,,
3669,29/8/2023,21:48:34,24.9,7.78,8.802,1508,,,
3670,29/8/2023,21:43:34,24.88,7.79,8.605,1508,,,
3671,29/8/2023,21:38:34,24.71,7.76,8.146,1508,,,
3672,29/8/2023,21:28:34,24.93,7.76,8.875,1508,,,
3673,29/8/2023,21:23:33,24.91,7.76,7.977,1508,,,
3674,29/8/2023,21:18:34,25.01,7.76,7.586,1508,,,
3675,29/8/2023,21:13:34,24.87,7.76,8.394,1514,,,
3676,29/8/2023,21:08:34,24.77,7.76,7.781,1508,,,
3677,29/8/2023,21:03:34,25.03,7.76,7.81,1508,,,
3678,29/8/2023,20:58:34,25.06,7.77,8.277,1514,,,
3679,29/8/2023,20:53:34,24.73,7.76,7.751,1508,,,
3680,29/8/2023,20:48:34,24.97,7.77,7.635,1508,,,
3681,29/8/2023,20:43:34,24.85,7.79,7.993,1508,,,
3682,29/8/2023,20:38:34,24.82,7.77,8.197,1514,,,
3683,29/8/2023,20:33:34,24.82,7.8,8.604,1515,,,
3684,29/8/2023,20:28:34,24.89,7.81,8.175,1508,,,
3685,29/8/2023,20:23:34,25.37,7.78,8.211,1508,,,
3686,29/8/2023,20:18:34,24.97,7.8,8.546,1508,,,
3687,29/8/2023,20:13:34,24.83,7.79,8.292,1508,,,
3688,29/8/2023,20:08:34,24.8,7.81,7.831,1508,,,
3689,29/8/2023,20:03:34,25.2,7.76,8.634,1508,,,
3690,29/8/2023,19:58:34,24.77,7.81,8.358,1508,,,
3691,29/8/2023,19:53:34,25,7.77,8.284,1508,,,
3692,29/8/2023,19:48:34,24.96,7.8,7.577,1508,,,
3693,29/8/2023,19:43:34,25.07,7.82,7.927,1508,,,
3694,29/8/2023,19:38:34,25.13,7.79,7.664,1508,,,
3695,29/8/2023,19:33:34,25,7.81,8.35,1508,,,
3696,29/8/2023,19:28:34,25.39,7.76,8.333,1515,,,
3697,29/8/2023,19:23:35,25.02,7.77,8.116,1508,,,
3698,29/8/2023,19:18:34,24.9,7.77,8.35,1508,,,
3699,29/8/2023,19:13:34,25.01,7.79,8.394,1508,,,
3700,29/8/2023,19:08:34,24.88,7.8,8.153,1508,,,
3701,29/8/2023,19:03:34,24.74,7.78,7.533,1508,,,
3702,29/8/2023,18:53:34,25.03,7.83,8.188,1508,,,
3703,29/8/2023,18:48:34,25.06,7.79,8.102,1508,,,
3704,29/8/2023,18:43:34,24.94,7.83,7.796,1508,,,
3705,29/8/2023,18:38:34,25.01,7.79,8.239,1515,,,
3706,29/8/2023,18:33:34,25.39,7.81,8.457,1508,,,
3707,29/8/2023,18:28:34,24.97,7.82,8.554,1515,,,
3708,29/8/2023,18:23:34,25.09,7.83,8.649,1508,,,
3709,29/8/2023,18:18:34,24.96,7.87,9.021,1508,,,
3710,29/8/2023,18:13:34,25.21,7.84,8.123,1508,,,
3711,29/8/2023,18:08:34,25.08,7.85,8.24,1515,,,
3712,29/8/2023,18:03:34,25,7.88,8.093,1504,,,
3713,29/8/2023,17:58:34,25.07,7.85,8.372,1508,,,
3714,29/8/2023,17:53:34,25.38,7.85,8.94,1508,,,
3715,29/8/2023,17:48:34,25.04,7.88,8.875,1508,,,
3716,29/8/2023,17:43:33,25.1,7.89,9.312,1508,,,
3717,29/8/2023,17:38:33,25.01,7.85,9.275,1508,,,
3718,29/8/2023,17:33:34,25.05,7.87,8.889,1508,,,
3719,29/8/2023,17:28:34,25.12,7.86,9.087,1508,,,
3720,29/8/2023,17:23:34,25.14,7.84,8.633,1508,,,
3721,29/8/2023,17:18:34,25.07,7.87,8.459,1508,,,
3722,29/8/2023,17:13:34,25.19,7.88,8.787,1504,,,
3723,29/8/2023,17:08:34,25.23,7.87,9.035,1504,,,
3724,29/8/2023,17:03:34,25.14,7.89,9.152,1508,,,
3725,29/8/2023,16:58:34,25.06,7.86,9.502,1508,,,
3726,29/8/2023,16:53:33,25.29,7.87,8.999,1504,,,
3727,29/8/2023,16:48:33,25.18,7.9,8.597,1504,,,
3728,29/8/2023,16:43:33,25.21,7.89,8.597,1508,,,
3729,29/8/2023,16:38:34,25.3,7.9,8.867,1508,,,
3730,29/8/2023,16:33:33,25.23,7.9,9.297,1504,,,
3731,29/8/2023,16:23:33,25.13,7.89,8.729,1504,,,
3732,29/8/2023,16:18:34,25.33,7.9,9.297,1504,,,
3733,29/8/2023,16:13:34,25.12,7.88,9.181,1504,,,
3734,29/8/2023,16:08:34,25.3,7.89,8.189,1504,,,
3735,29/8/2023,16:03:34,25.17,7.93,8.853,1504,,,
3736,29/8/2023,15:58:34,25.21,7.91,9.305,1504,,,
3737,29/8/2023,15:53:33,25.24,7.91,9.363,1504,,,
3738,29/8/2023,15:48:33,25.14,7.93,9.524,1504,,,
3739,29/8/2023,15:43:33,25.2,7.94,7.992,1508,,,
3740,29/8/2023,15:38:34,25.21,7.97,9.509,1504,,,
3741,29/8/2023,15:33:34,25.18,7.96,9.298,1504,,,
3742,29/8/2023,15:28:34,25.14,7.93,9.203,1504,,,
3743,29/8/2023,15:23:34,25.12,7.94,9.225,1504,,,
3744,29/8/2023,15:18:34,25,7.94,9.232,1504,,,
3745,29/8/2023,15:13:33,25.3,7.93,9.093,1504,,,
3746,29/8/2023,15:08:33,25.06,7.95,9.882,1504,,,
3747,29/8/2023,15:03:33,25.08,7.93,10.006,1511,,,
3748,29/8/2023,14:58:34,25.18,7.93,9.056,1504,,,
3749,29/8/2023,14:53:34,25.29,7.97,9.815,1504,,,
